idade,renda_mensal,score_credito,dividas,tempo_emprego,tipo_residencia,historico_pagamento,idade_conta_bancaria,numero_cartoes_ativos,limite_cartao_anterior,regiao_residencia,possui_carro,possui_imovel,numero_dependentes,historico_criminal,ocupacao,educacao,gastos_mensais,tempo_residencia_atual,decisao*
53,3053,401,2283.2295626751597,35,com_parente,regular,13,3,17526.700318263494,urbana,sim,não,5,limpo,empresario,medio,4061.644585089926,3,não
60,1485,501,89527.86284013929,38,com_parente,bom,5,0,16654.914500023544,rural,sim,sim,4,antecedentes,autonomo,fundamental,2628.3989139665837,9,não
50,13916,779,18448.618787820513,13,própria,ruim,20,3,23499.836260651675,urbana,sim,não,5,limpo,empregado,medio,5308.476922743586,11,sim
42,9355,843,77957.48567624985,20,com_parente,ruim,23,5,46706.37006285776,rural,não,sim,5,antecedentes,empresario,fundamental,762.8908321654692,26,não
28,12174,657,74300.16517429473,8,própria,bom,24,0,29162.44833331225,urbana,sim,sim,4,antecedentes,empregado,fundamental,1947.0486207727022,15,não
64,17930,449,92135.72424580452,30,com_parente,ruim,8,1,16549.199664283376,rural,sim,não,0,antecedentes,autonomo,pos_graduacao,6940.5060364441415,39,não
25,9783,419,57551.571914015694,30,com_parente,bom,7,1,38656.24670498663,rural,sim,sim,0,limpo,autonomo,fundamental,1701.8802781429126,13,sim
37,1846,543,27841.72526466645,21,com_parente,regular,5,2,2158.3651718617866,rural,não,sim,0,limpo,desempregado,pos_graduacao,4006.1399907776845,9,não
65,8518,535,73758.52696830312,39,própria,ruim,15,3,20253.024958283495,urbana,sim,não,3,limpo,autonomo,fundamental,6277.9847666703945,17,não
48,6885,748,32838.72926766461,21,própria,ruim,17,4,34561.479886833135,rural,sim,não,4,antecedentes,desempregado,superior,5391.44132800336,0,não
29,11353,304,1372.3465896404607,15,com_parente,bom,11,4,3478.7899968456095,urbana,não,não,0,antecedentes,desempregado,superior,9557.501365976028,19,sim
74,5092,623,5524.88173783463,25,alugada,regular,28,5,30317.19981017228,urbana,sim,não,1,antecedentes,empregado,medio,611.9287052525515,25,sim
61,10849,580,13196.927761694033,24,própria,regular,26,5,29908.21051172017,urbana,sim,sim,0,limpo,empregado,superior,1465.4504925906958,24,sim
34,7790,836,19992.998888116508,20,alugada,regular,19,2,9997.525060805587,urbana,sim,sim,0,antecedentes,empresario,fundamental,5270.1099307572695,18,não
49,16721,827,99333.06532717322,29,com_parente,ruim,15,4,16457.460413086003,urbana,sim,não,3,antecedentes,empresario,superior,3007.601088173339,7,sim
57,11881,424,23640.562258478538,18,alugada,ruim,6,1,31632.380481093038,rural,não,não,3,limpo,empresario,medio,8934.99841828303,0,não
68,18328,812,19501.20157535905,15,alugada,regular,22,3,39480.23550342308,rural,sim,não,2,limpo,empregado,medio,7289.243462035419,1,sim
42,11122,732,22903.209742248844,3,alugada,ruim,24,3,20154.072349189733,rural,sim,sim,2,limpo,desempregado,fundamental,4153.076283338049,36,não
51,9759,753,62762.30348896057,24,com_parente,regular,27,3,21031.75282618846,urbana,sim,não,5,limpo,empregado,superior,2590.829526624073,21,sim
54,3370,611,64726.07950000987,26,própria,bom,26,1,16590.710527694275,urbana,sim,não,3,antecedentes,desempregado,superior,4605.942215016266,19,não
53,14229,487,52147.889691064105,39,alugada,ruim,6,2,18808.28052367978,rural,não,sim,5,limpo,desempregado,fundamental,4383.8807325454945,21,sim
60,4282,791,68979.06247648498,6,alugada,bom,30,3,16763.548812476973,rural,não,sim,3,antecedentes,autonomo,superior,1912.289615281538,3,não
27,1741,438,84005.77828920039,5,alugada,regular,28,2,41100.50056219649,rural,sim,sim,3,limpo,desempregado,medio,8984.621102091256,10,não
63,8029,778,42303.12474874928,23,com_parente,ruim,17,5,46086.14693297597,urbana,não,não,5,antecedentes,empresario,medio,3666.1717604977352,7,não
71,6776,654,4186.9237690830505,22,com_parente,ruim,4,1,25265.354367090797,urbana,sim,não,0,antecedentes,empregado,fundamental,5693.112283903638,33,não
44,2527,659,8638.853943720758,10,alugada,ruim,10,2,33545.62817752735,rural,não,sim,2,limpo,empregado,superior,8301.225368873362,6,sim
71,10810,602,11131.720329728712,5,própria,bom,22,2,25478.50599112671,rural,não,sim,0,limpo,autonomo,fundamental,5321.7891579870075,33,sim
28,10302,615,6556.038309943835,39,com_parente,bom,20,3,3375.9804968816325,rural,não,não,0,limpo,desempregado,pos_graduacao,6283.150038022563,30,sim
48,4851,499,45238.87010569704,2,alugada,regular,25,3,36443.22203319214,rural,sim,sim,1,limpo,desempregado,medio,5721.285756464126,14,sim
69,19095,635,56659.99154542666,12,própria,regular,2,1,2644.890169701944,urbana,sim,não,1,limpo,empregado,fundamental,1640.7578850532552,17,sim
42,12290,764,11565.348248890929,25,própria,regular,8,3,5002.785868072675,urbana,sim,não,0,limpo,empresario,medio,1069.483532306073,23,não
50,10575,632,60021.390120093354,5,própria,bom,28,5,5594.138345690692,rural,não,não,0,antecedentes,autonomo,pos_graduacao,7866.407123778655,21,sim
28,1454,622,2587.252387816563,25,própria,bom,22,0,3087.0951123246305,rural,não,sim,3,limpo,desempregado,medio,739.3770706975107,1,não
64,13506,598,80474.17554951656,27,com_parente,bom,22,4,37262.43363265109,rural,não,sim,1,antecedentes,empregado,fundamental,8252.646743224492,2,não
32,4368,664,85558.34379726234,8,com_parente,bom,3,5,28614.280977527305,rural,não,não,1,limpo,autonomo,superior,6037.884190263266,30,não
34,18370,524,70556.2384157453,17,alugada,regular,28,1,18901.124486888722,urbana,sim,não,0,limpo,empregado,fundamental,2602.0773212073,27,não
21,6202,505,78546.86807792728,28,com_parente,regular,27,5,11997.335389298805,urbana,sim,sim,0,antecedentes,desempregado,medio,7225.642296158817,18,sim
32,7137,833,99470.78511424597,28,própria,bom,1,2,2566.9883177800984,rural,sim,sim,3,antecedentes,desempregado,medio,7546.295888165376,21,sim
49,10319,568,95128.02628472162,14,própria,ruim,14,0,28194.984099336456,urbana,não,sim,3,limpo,empresario,fundamental,4703.508094946811,22,sim
18,10086,672,3284.9546454294277,15,com_parente,ruim,18,1,7388.346392904594,rural,sim,sim,4,limpo,empregado,medio,4456.991474908392,32,não
63,13694,514,2092.0564992488844,31,alugada,bom,13,1,39315.93854852889,urbana,sim,não,5,limpo,autonomo,superior,9145.500206669763,1,não
23,18159,810,15486.76202516912,35,com_parente,ruim,7,3,46035.25841614049,urbana,não,não,2,limpo,autonomo,pos_graduacao,2329.898149232183,12,sim
70,14839,463,23731.14824512077,36,com_parente,ruim,18,2,43277.038054104145,urbana,não,sim,4,antecedentes,empregado,medio,2075.431903197127,30,sim
52,4568,648,29992.952465196242,6,alugada,bom,16,3,42712.541023233556,rural,sim,sim,5,antecedentes,desempregado,fundamental,1643.3627096663413,0,não
37,15108,585,86449.93524372746,3,própria,regular,21,4,30909.382553150564,urbana,sim,sim,5,antecedentes,autonomo,pos_graduacao,3842.3271910884105,16,sim
68,15135,617,9342.70028297779,26,com_parente,regular,25,1,30544.481650471156,urbana,não,sim,5,antecedentes,desempregado,medio,6452.359934582914,34,sim
40,11212,638,7708.676877695287,24,alugada,ruim,0,2,47312.52151903645,urbana,não,não,4,antecedentes,empregado,fundamental,1645.4970051106525,15,não
36,6756,380,85414.8804919908,30,própria,bom,6,1,21203.232894653112,urbana,sim,não,3,antecedentes,empresario,superior,4567.862234687058,16,não
45,13298,760,61275.441387270104,9,alugada,ruim,15,2,48134.129043479785,rural,sim,não,2,antecedentes,desempregado,fundamental,947.3284633471478,15,não
63,11535,668,69886.78820051915,23,própria,ruim,24,2,38926.76162829715,rural,não,sim,5,limpo,empregado,pos_graduacao,3567.451781630205,23,não
18,17678,323,55995.26467214624,4,alugada,regular,1,2,41245.81210143572,urbana,não,não,2,antecedentes,desempregado,medio,3656.2061588064985,36,sim
73,14475,351,21503.684329367425,0,com_parente,ruim,1,3,36479.85043432108,rural,sim,não,1,antecedentes,desempregado,pos_graduacao,5278.697060950701,31,não
20,1342,522,91371.18513844702,11,alugada,ruim,11,0,12608.150661558282,rural,não,sim,1,antecedentes,desempregado,superior,1754.846288941786,29,sim
74,14975,358,79175.30928475465,8,alugada,regular,2,0,5883.559478272282,rural,não,sim,3,antecedentes,empregado,pos_graduacao,4748.119913149044,17,sim
48,16493,483,7626.6246891557585,14,alugada,bom,14,0,44785.37187349,rural,não,sim,3,limpo,empregado,medio,7668.504451250587,0,não
71,12233,555,63316.93768369251,22,alugada,ruim,6,0,23241.010061762074,rural,não,não,1,limpo,autonomo,fundamental,962.1486929394009,35,sim
50,13633,759,33565.95727991737,12,com_parente,regular,21,0,17596.60524716873,urbana,não,sim,1,limpo,empregado,medio,2882.243962454186,34,não
19,19361,612,88651.01256995757,20,com_parente,ruim,0,1,49170.90828347638,urbana,sim,sim,5,antecedentes,desempregado,pos_graduacao,7484.137872968787,20,sim
63,15987,693,46532.84476909374,0,alugada,ruim,25,2,28991.34868873892,urbana,não,sim,0,antecedentes,empresario,superior,5211.99279496172,18,sim
22,9272,564,4534.064252211634,29,alugada,regular,0,4,6746.989742438522,urbana,não,sim,3,limpo,autonomo,fundamental,8907.05139838507,8,sim
22,9823,331,1150.9165156496692,39,alugada,ruim,25,5,7929.249237814053,urbana,não,não,5,limpo,autonomo,medio,4651.536637645993,11,sim
25,15564,737,28704.82300660826,9,com_parente,ruim,30,1,47007.99575866523,urbana,sim,não,4,limpo,empregado,medio,2026.173949727902,6,sim
25,11345,458,54537.26237973579,37,própria,ruim,13,0,40716.851059120614,rural,sim,não,4,antecedentes,autonomo,superior,1924.4042180045415,2,não
61,2826,431,82809.86737075433,4,alugada,regular,23,5,15073.91277671655,rural,não,não,5,limpo,desempregado,superior,3733.229017719454,13,sim
57,8669,579,68662.86389899116,7,com_parente,ruim,22,0,44386.71226907935,urbana,não,sim,3,antecedentes,empregado,pos_graduacao,7503.052326864127,29,não
58,8375,528,23915.15380606636,40,com_parente,regular,14,3,37886.41877943818,urbana,não,não,2,antecedentes,desempregado,superior,5620.120227123499,9,não
70,13621,315,24750.571407132305,35,própria,ruim,1,3,35097.69983190962,urbana,não,não,5,antecedentes,desempregado,pos_graduacao,829.9754788228602,35,sim
40,15845,485,42498.539367684694,16,com_parente,regular,10,1,32403.699276224346,urbana,não,sim,2,antecedentes,empregado,medio,999.7314377772568,33,não
28,15014,580,24937.464200304505,9,com_parente,bom,23,3,12368.594269293475,urbana,sim,sim,0,antecedentes,desempregado,superior,6301.01450447282,25,sim
30,19070,745,54797.674883777734,27,própria,regular,3,3,38983.79002501793,urbana,não,sim,4,antecedentes,autonomo,pos_graduacao,1430.0204949958747,10,sim
51,12718,559,82956.95769343727,10,própria,bom,9,4,19299.647379430055,rural,sim,sim,1,antecedentes,empresario,fundamental,4776.033581082884,36,sim
40,12136,792,59293.721505705274,8,com_parente,regular,4,3,31212.418054355134,rural,sim,não,1,antecedentes,empregado,pos_graduacao,5548.418185442598,8,sim
24,17075,605,20246.275266906265,14,com_parente,ruim,3,4,49224.25838812803,rural,não,sim,0,limpo,empresario,superior,5392.895107361982,2,sim
56,15000,697,64756.27634913843,9,própria,bom,22,4,45778.58487649228,urbana,não,não,4,antecedentes,empresario,superior,2697.900725548301,26,sim
27,15714,636,71116.8090666176,28,própria,bom,2,5,17555.86451364271,urbana,sim,sim,4,limpo,empregado,medio,4903.580770346878,35,não
49,13552,339,52267.25645126955,37,com_parente,ruim,19,0,34968.64668685935,urbana,não,sim,2,antecedentes,autonomo,pos_graduacao,7473.611756225161,25,não
27,3008,330,64195.31649917384,33,própria,bom,1,1,6995.046388992182,rural,não,sim,3,limpo,desempregado,fundamental,2201.337618235987,23,não
18,7066,834,50812.46389054138,37,com_parente,ruim,3,4,15054.51551269909,urbana,não,sim,1,limpo,empresario,superior,901.7766126217907,1,não
50,5490,618,131.60607005495706,33,alugada,regular,5,0,19961.996061985068,urbana,não,sim,1,antecedentes,empresario,pos_graduacao,8747.153029701347,29,sim
42,9475,397,3875.871078174342,9,alugada,bom,25,4,20100.92644088757,rural,não,sim,0,limpo,desempregado,fundamental,6275.386914771237,13,não
33,11657,711,70386.2652149323,20,com_parente,ruim,17,1,41075.97070052396,rural,não,não,4,limpo,empresario,superior,6062.911770189101,32,sim
55,13344,339,66055.34666405943,4,própria,bom,11,4,15849.290710743133,rural,sim,sim,1,limpo,autonomo,fundamental,6038.749163119551,35,não
29,15901,352,46489.88669152386,8,alugada,bom,27,5,33224.00007810476,urbana,não,não,0,antecedentes,desempregado,fundamental,503.2757291048728,17,sim
51,9155,768,43619.62919352373,20,com_parente,regular,30,3,2817.7874254113904,rural,não,não,0,limpo,empresario,medio,9989.897987409086,21,sim
41,11835,542,96337.52888884676,6,própria,ruim,30,5,21776.605540948312,rural,não,não,0,antecedentes,empregado,fundamental,5253.08597975045,1,não
35,19599,554,78925.54706441419,17,alugada,regular,11,2,15202.928788356683,urbana,não,sim,5,limpo,autonomo,pos_graduacao,5830.547717080791,16,não
33,6668,685,40038.65317199409,4,com_parente,ruim,12,3,44516.60133762404,rural,não,sim,1,antecedentes,autonomo,pos_graduacao,3334.845578922332,3,sim
27,18122,699,30441.25094096567,1,alugada,ruim,2,1,5907.79227960308,rural,não,sim,5,antecedentes,desempregado,medio,8002.283715499231,39,sim
29,4647,693,40067.182443156235,25,com_parente,ruim,28,2,24515.617326016498,rural,não,sim,2,limpo,autonomo,medio,8810.246096329043,30,não
24,5491,669,62785.09871603296,2,alugada,bom,23,4,40454.281600144226,rural,não,não,5,limpo,autonomo,fundamental,2915.499594658143,35,não
24,3320,348,70403.01097564853,16,própria,bom,25,5,25544.33524598225,urbana,sim,não,5,antecedentes,empregado,superior,8955.38785439522,35,sim
43,19435,528,92279.73738709935,2,alugada,ruim,24,3,4058.649712160829,urbana,sim,sim,4,limpo,empregado,superior,1858.8964234652342,25,sim
69,17091,353,27051.97890356289,10,com_parente,regular,20,4,46952.147657905865,rural,não,sim,3,antecedentes,autonomo,superior,6027.775983589987,9,sim
30,12441,628,45805.468250733495,31,própria,regular,23,2,15822.524183938705,rural,não,sim,5,antecedentes,empresario,medio,1064.1904620777018,9,não
34,12393,818,63665.8394560735,10,própria,regular,8,2,46389.05431116239,rural,sim,não,1,limpo,empresario,pos_graduacao,6467.10637824598,24,não
47,17239,502,62504.44996824372,5,própria,bom,6,3,4423.548059240544,rural,sim,não,2,antecedentes,empresario,superior,7706.652897308015,30,não
29,12178,608,36823.49452978374,18,com_parente,bom,24,5,26447.439099824653,urbana,não,não,3,limpo,empresario,superior,544.5406315369012,7,sim
56,3531,751,38904.112104336375,40,com_parente,bom,17,2,25540.90332977141,urbana,sim,não,3,antecedentes,autonomo,pos_graduacao,5219.319084491793,0,sim
72,17248,397,8831.568760620601,23,alugada,regular,13,2,17964.426000719894,urbana,sim,não,5,antecedentes,empresario,fundamental,7911.135162910414,22,sim
20,9750,479,30341.416501933127,39,própria,ruim,2,0,27446.31096481424,rural,não,não,1,antecedentes,autonomo,medio,8322.291380422721,27,não
25,14315,521,28676.310173610764,34,com_parente,ruim,8,2,33278.83740096647,urbana,sim,sim,0,limpo,empresario,medio,1462.0083913993503,13,não
36,3778,527,1572.3259381473677,37,alugada,ruim,29,3,9156.341964822364,urbana,não,não,1,limpo,desempregado,medio,2295.6417157758647,27,não
71,18628,424,4769.32580999011,3,com_parente,ruim,12,5,6710.589934080849,rural,não,não,4,antecedentes,desempregado,superior,9758.631334008285,5,sim
34,7508,604,6981.663001873406,31,com_parente,bom,27,4,44710.57740346774,urbana,não,sim,5,limpo,desempregado,pos_graduacao,2934.530663732211,36,sim
25,17722,416,63142.60438060822,38,com_parente,bom,17,5,10762.792684891465,urbana,não,não,3,antecedentes,empregado,fundamental,9491.93769879853,40,não
47,17412,747,76417.80835587774,40,alugada,regular,3,5,31109.31898693549,rural,não,sim,0,limpo,empresario,pos_graduacao,3012.6308543910955,32,sim
60,9224,464,59370.700526085486,23,própria,regular,29,3,30345.237770391206,urbana,sim,não,1,limpo,desempregado,pos_graduacao,1744.5408502339337,38,sim
28,18739,486,91399.10754989836,9,com_parente,ruim,10,3,11711.4216316558,rural,sim,não,5,antecedentes,autonomo,fundamental,4402.143932721479,6,não
38,14975,488,33259.12095289214,8,alugada,ruim,20,2,3229.5557195870124,rural,sim,sim,3,antecedentes,empregado,superior,2530.9780399255374,33,sim
40,13789,435,53229.08725208506,29,com_parente,regular,29,1,24094.461886086418,urbana,não,não,4,antecedentes,desempregado,pos_graduacao,6626.651096667849,10,não
26,6093,734,67220.59340746139,3,alugada,bom,0,3,29897.900247105368,urbana,não,sim,3,antecedentes,empregado,medio,4117.08927925334,25,sim
24,7960,567,88445.0146157012,36,própria,regular,9,5,6024.766817141382,urbana,sim,sim,0,limpo,empregado,superior,4832.9189889621875,28,sim
25,4239,807,98168.70540679264,11,alugada,bom,2,5,3456.2091441899574,rural,não,não,2,limpo,empresario,medio,2752.95242308814,27,não
70,14015,742,30176.428754254626,10,própria,ruim,7,0,45509.64818797782,rural,não,sim,4,limpo,empresario,fundamental,8741.496341433722,21,não
51,9403,812,77417.59592743633,19,própria,regular,20,0,40396.26781145983,rural,sim,não,0,limpo,autonomo,superior,1823.4251092231573,17,não
19,17773,437,71179.46986369655,25,alugada,regular,10,4,25919.240053095044,rural,sim,não,3,antecedentes,desempregado,superior,1429.026000044891,0,não
47,18031,483,48546.064193702965,15,própria,regular,2,0,43638.03602070666,rural,sim,não,3,limpo,empresario,medio,519.8771696102834,1,não
35,2238,850,90200.01736415153,14,alugada,bom,9,3,37844.778938386946,rural,não,não,0,limpo,empresario,medio,8943.51778489332,39,sim
74,13797,375,94936.35712304563,6,com_parente,bom,7,3,33113.88564192259,urbana,não,não,5,limpo,autonomo,medio,2896.4539388276044,5,não
69,13921,793,93300.17137407341,1,com_parente,regular,21,3,33223.02445122185,rural,sim,sim,0,antecedentes,desempregado,superior,3554.772672131057,30,não
21,3650,695,91595.75197450706,33,própria,regular,27,3,28182.195300060044,rural,sim,sim,0,antecedentes,desempregado,medio,1571.735893876796,27,sim
35,2661,613,79443.35512504514,31,com_parente,ruim,27,0,18006.60375399825,rural,não,sim,4,limpo,empresario,fundamental,4502.152994050768,6,sim
45,13934,412,47882.44052208646,23,com_parente,regular,28,5,24605.72888205993,urbana,sim,não,1,limpo,empregado,pos_graduacao,3366.034061288706,19,sim
43,18706,322,56017.845683355416,25,com_parente,ruim,7,5,16264.3705773867,rural,não,não,0,antecedentes,empresario,pos_graduacao,5537.632607349612,17,sim
68,17094,311,11817.285539058998,22,com_parente,bom,25,2,6389.65171808074,rural,sim,não,1,antecedentes,empresario,fundamental,3969.694477228495,20,sim
62,7736,769,14300.783958478425,10,alugada,ruim,20,5,8289.26220876755,urbana,não,sim,1,antecedentes,autonomo,fundamental,5283.593366399261,0,sim
18,9828,565,54876.63587753999,8,com_parente,regular,29,1,37808.159960856836,urbana,não,sim,5,limpo,autonomo,superior,5881.856055273873,20,não
61,18684,490,27061.84975740984,1,própria,bom,24,2,42195.804607876205,rural,não,não,3,limpo,autonomo,pos_graduacao,5663.555018546892,32,não
61,5825,764,61629.041227677815,4,alugada,regular,28,3,25384.399314283408,rural,não,não,0,antecedentes,autonomo,pos_graduacao,6201.763229289394,29,sim
72,19703,545,40773.86317884524,12,alugada,ruim,14,1,5648.993734771472,urbana,não,sim,3,limpo,desempregado,superior,5384.881728167106,19,não
31,12374,656,82992.95909251332,7,alugada,regular,24,2,45724.10072777591,rural,não,não,3,antecedentes,empresario,fundamental,9406.137971915648,4,não
38,1923,436,87584.54637384361,26,com_parente,bom,27,0,5700.936025573803,urbana,sim,sim,2,antecedentes,empregado,fundamental,2678.2850650996115,38,sim
35,4501,463,84332.71172372896,21,própria,bom,24,1,39630.13830404713,urbana,sim,sim,2,antecedentes,empregado,pos_graduacao,3684.2958356161007,7,não
62,13591,596,57123.07163839918,3,própria,bom,14,1,3759.1823430004274,rural,sim,sim,1,limpo,autonomo,medio,1357.141052502028,8,não
34,1223,747,3919.6880704617242,7,alugada,regular,28,0,12755.277425631313,urbana,não,não,1,limpo,empregado,pos_graduacao,2917.913822557665,40,sim
75,1402,332,68458.68915140926,0,alugada,regular,6,4,14183.018720546268,rural,não,sim,2,antecedentes,empregado,medio,9191.467339715635,28,sim
63,17109,561,97803.58663998096,33,própria,bom,11,2,44830.38099473279,urbana,sim,não,2,antecedentes,empresario,medio,3634.446714884582,15,sim
29,2244,673,91646.50326413164,13,alugada,ruim,30,3,3845.769686577638,rural,sim,não,2,limpo,empregado,medio,4364.892744911396,14,não
73,13237,521,1511.4425933375974,6,com_parente,bom,18,5,1620.316686546258,urbana,sim,não,1,antecedentes,autonomo,medio,7787.793487612683,2,sim
40,9969,473,83622.06331219959,10,própria,ruim,29,4,29054.716881282835,urbana,não,não,0,antecedentes,empregado,medio,8218.777061865818,5,sim
19,7130,484,20553.70917701994,11,alugada,ruim,3,2,12791.808632147693,urbana,não,não,5,limpo,empregado,fundamental,7340.973868481078,33,não
69,5278,394,1581.2852054246207,22,própria,regular,25,2,38926.34126976509,urbana,não,sim,0,antecedentes,autonomo,medio,4268.444478422663,11,não
67,7045,587,61229.48025799907,0,com_parente,regular,12,5,22892.511440683356,urbana,sim,sim,4,antecedentes,desempregado,pos_graduacao,7291.575800327575,31,não
24,10609,696,20118.406943385347,11,alugada,ruim,10,0,40731.78722419036,urbana,não,sim,4,limpo,autonomo,medio,1708.4256997789716,15,sim
19,17664,637,27257.962859750918,37,própria,bom,8,3,44300.86046179996,rural,não,não,1,limpo,empregado,medio,6828.982748423864,37,não
18,10874,384,92779.8603533457,0,alugada,ruim,16,3,41698.15943271702,urbana,sim,não,5,antecedentes,empregado,superior,1621.9953038447152,11,não
21,9594,687,41233.58871922698,6,própria,regular,22,1,32907.68420685786,rural,não,sim,1,limpo,desempregado,pos_graduacao,9243.481965517882,31,sim
32,17661,672,91210.36757224299,20,com_parente,bom,27,2,42725.39609710232,rural,sim,não,4,antecedentes,empresario,medio,5946.214580066979,40,sim
59,16469,544,20819.20481711622,35,alugada,bom,19,5,36779.55243043311,rural,sim,sim,3,limpo,autonomo,pos_graduacao,928.2029106244621,33,sim
69,4212,611,61529.47995364688,2,alugada,ruim,19,2,10895.02835222908,rural,não,sim,1,antecedentes,desempregado,fundamental,611.6629150239352,3,não
21,17118,412,5841.498533878186,20,com_parente,bom,6,1,15772.613519424138,urbana,sim,não,4,limpo,empregado,superior,4229.639637041643,40,não
57,11618,370,7867.472761129024,17,alugada,ruim,7,5,33608.096169922654,urbana,não,não,3,limpo,empregado,superior,5139.721557676742,4,não
21,13865,848,61579.962296004494,32,alugada,regular,21,4,36736.651747731325,urbana,não,sim,0,antecedentes,empresario,medio,1699.4693397157425,32,sim
40,1110,615,97833.61971150179,7,com_parente,regular,2,2,31217.81983595858,urbana,não,sim,4,limpo,desempregado,fundamental,4758.369838783054,22,não
35,13689,363,39759.09147333698,16,própria,ruim,16,0,34088.996945785286,rural,sim,sim,1,limpo,empresario,medio,769.9049529665848,8,sim
49,17839,788,86556.14341098687,27,com_parente,regular,24,1,15841.486502204276,urbana,sim,não,4,antecedentes,empresario,superior,1785.3134908904237,5,não
32,4207,333,95329.24424817944,9,alugada,bom,12,4,25093.420630057193,urbana,não,não,5,antecedentes,desempregado,pos_graduacao,2987.3281331657713,8,não
57,17862,700,56069.84948720411,12,própria,bom,25,0,11401.888786820562,rural,não,não,0,antecedentes,empregado,medio,6672.31815803179,14,sim
41,11066,567,61301.871281502805,7,própria,regular,10,2,6855.309620212577,rural,sim,sim,5,limpo,empresario,pos_graduacao,9716.974220868422,7,não
59,18233,820,69689.48721367106,17,alugada,ruim,22,1,18008.461751961717,urbana,não,sim,4,limpo,autonomo,superior,9289.759183359385,18,não
54,6343,700,87698.41879261016,0,alugada,bom,1,5,28345.95054964654,rural,não,não,0,antecedentes,desempregado,pos_graduacao,802.2931059800812,15,não
67,17301,444,22819.99720181177,31,alugada,regular,26,5,31745.304300389882,rural,sim,não,4,antecedentes,empresario,superior,3624.596881005631,26,não
65,12936,410,48310.06093090943,21,com_parente,regular,12,5,30822.365132279876,rural,não,sim,1,antecedentes,empresario,superior,1431.9505388979258,32,não
60,17278,813,50839.84802400508,3,alugada,bom,29,1,5547.8700098218305,urbana,sim,sim,1,antecedentes,empregado,superior,4380.5629547396675,18,sim
39,2027,619,3291.35620453368,9,com_parente,ruim,5,4,15911.712827496935,urbana,sim,não,3,antecedentes,autonomo,fundamental,4547.624317382398,5,sim
